Datum;Timer;RPM;RPS;I;U;P;R
25.9.2016 15:3:11;253.832878;0;0;;;;
25.9.2016 15:3:12;253.933241;0;0;;;;
25.9.2016 15:3:12;254.33608;0;0;;;;
25.9.2016 15:3:12;254.133972;0;0;;;;
25.9.2016 15:3:12;254.234346;0;0;;;;
25.9.2016 15:3:12;254.334710;0;0;;;;
25.9.2016 15:3:12;254.435069;0;0;;;;
25.9.2016 15:3:12;254.535427;0;0;;;;
25.9.2016 15:3:12;254.635862;0;0;;;;
25.9.2016 15:3:12;254.736264;0;0;;;;
25.9.2016 15:3:12;254.836626;0;0;;;;
25.9.2016 15:3:13;254.936985;0;0;;;;
25.9.2016 15:3:13;255.37362;0;0;;;;
25.9.2016 15:3:13;255.137718;0;0;;;;
25.9.2016 15:3:13;255.238095;0;0;;;;
25.9.2016 15:3:13;255.338462;0;0;;;;
25.9.2016 15:3:13;255.438816;0;0;;;;
25.9.2016 15:3:13;255.539168;0;0;;;;
25.9.2016 15:3:13;255.639543;0;0;;;;
25.9.2016 15:3:13;255.739920;0;0;;;;
25.9.2016 15:3:13;255.840306;0;0;;;;
25.9.2016 15:3:14;255.940769;0;0;;;;
25.9.2016 15:3:14;256.41133;0;0;;;;
25.9.2016 15:3:14;256.141499;0;0;;;;
25.9.2016 15:3:14;256.241840;0;0;;;;
25.9.2016 15:3:14;256.342173;0;0;;;;
25.9.2016 15:3:14;256.442482;0;0;;;;
25.9.2016 15:3:14;256.542846;0;0;;;;
25.9.2016 15:3:14;256.643208;0;0;;;;
25.9.2016 15:3:14;256.743595;0;0;;;;
25.9.2016 15:3:14;256.843973;0;0;;;;
25.9.2016 15:3:15;256.944335;0;0;;;;
25.9.2016 15:3:15;257.44716;0;0;;;;
25.9.2016 15:3:15;257.145080;0;0;;;;
25.9.2016 15:3:15;257.245440;0;0;;;;
25.9.2016 15:3:15;257.345819;0;0;;;;
25.9.2016 15:3:15;257.446178;0;0;;;;
25.9.2016 15:3:15;257.546535;0;0;;;;
25.9.2016 15:3:15;257.646910;0;0;;;;
25.9.2016 15:3:15;257.747267;0;0;;;;
25.9.2016 15:3:15;257.847638;0;0;;;;
25.9.2016 15:3:16;257.948012;0;0;;;;
25.9.2016 15:3:16;258.48390;0;0;;;;
25.9.2016 15:3:16;258.148745;0;0;;;;
25.9.2016 15:3:16;258.249107;0;0;;;;
25.9.2016 15:3:16;258.349486;0;0;;;;
25.9.2016 15:3:16;258.449843;0;0;;;;
25.9.2016 15:3:16;258.550197;0;0;;;;
25.9.2016 15:3:16;258.650551;0;0;;;;
25.9.2016 15:3:16;258.750983;0;0;;;;
25.9.2016 15:3:16;258.851344;0;0;;;;
25.9.2016 15:3:17;258.951728;0;0;;;;
25.9.2016 15:3:17;259.52096;0;0;;;;
25.9.2016 15:3:17;259.152476;0;0;;;;
25.9.2016 15:3:17;259.252843;0;0;;;;
25.9.2016 15:3:17;259.353203;0;0;;;;
25.9.2016 15:3:17;259.453560;0;0;;;;
25.9.2016 15:3:17;259.553927;0;0;;;;
25.9.2016 15:3:17;259.654289;0;0;;;;
25.9.2016 15:3:17;259.754715;0;0;;;;
25.9.2016 15:3:17;259.855092;0;0;;;;
25.9.2016 15:3:18;259.955456;0;0;;;;
25.9.2016 15:3:18;260.55836;0;0;;;;
25.9.2016 15:3:18;260.156190;0;0;;;;
25.9.2016 15:3:18;260.256560;0;0;;;;
25.9.2016 15:3:18;260.356921;0;0;;;;
25.9.2016 15:3:18;260.457278;0;0;;;;
25.9.2016 15:3:18;260.557637;0;0;;;;
25.9.2016 15:3:18;260.658017;0;0;;;;
25.9.2016 15:3:18;260.758397;0;0;;;;
25.9.2016 15:3:18;260.858758;0;0;;;;
25.9.2016 15:3:19;260.959138;0;0;;;;
25.9.2016 15:3:19;261.59524;0;0;;;;
25.9.2016 15:3:19;261.159879;0;0;;;;
25.9.2016 15:3:19;261.260235;0;0;;;;
25.9.2016 15:3:19;261.360596;0;0;;;;
25.9.2016 15:3:19;261.461007;0;0;;;;
25.9.2016 15:3:19;261.561415;0;0;;;;
25.9.2016 15:3:19;261.661776;0;0;;;;
25.9.2016 15:3:19;261.762149;0;0;;;;
25.9.2016 15:3:20;261.862508;0;0;;;;
25.9.2016 15:3:20;261.962875;0;0;;;;
25.9.2016 15:3:20;262.63242;0;0;;;;
25.9.2016 15:3:20;262.163581;0;0;;;;
25.9.2016 15:3:20;262.263911;0;0;;;;
25.9.2016 15:3:20;262.364228;0;0;;;;
25.9.2016 15:3:20;262.464587;0;0;;;;
25.9.2016 15:3:20;262.564948;0;0;;;;
25.9.2016 15:3:20;262.665306;0;0;;;;
25.9.2016 15:3:20;262.765685;0;0;;;;
25.9.2016 15:3:21;262.866047;0;0;;;;
25.9.2016 15:3:21;262.966418;0;0;;;;
25.9.2016 15:3:21;263.66792;0;0;;;;
25.9.2016 15:3:21;263.167151;0;0;;;;
25.9.2016 15:3:21;263.267517;0;0;;;;
25.9.2016 15:3:21;263.367877;0;0;;;;
25.9.2016 15:3:21;263.468238;0;0;;;;
25.9.2016 15:3:21;263.568601;0;0;;;;
25.9.2016 15:3:21;263.668965;0;0;;;;
25.9.2016 15:3:21;263.769343;0;0;;;;
25.9.2016 15:3:22;263.869716;0;0;;;;
25.9.2016 15:3:22;263.970064;0;0;;;;
25.9.2016 15:3:22;264.70430;0;0;;;;
25.9.2016 15:3:22;264.170843;0;0;;;;
25.9.2016 15:3:22;264.271175;0;0;;;;
25.9.2016 15:3:22;264.371495;0;0;;;;
25.9.2016 15:3:22;264.471815;0;0;;;;
25.9.2016 15:3:22;264.572131;0;0;;;;
25.9.2016 15:3:22;264.672464;0;0;;;;
25.9.2016 15:3:22;264.772793;0;0;;;;
25.9.2016 15:3:23;264.873118;0;0;;;;
25.9.2016 15:3:23;264.973474;0;0;;;;
25.9.2016 15:3:23;265.73795;0;0;;;;
25.9.2016 15:3:23;265.174150;0;0;;;;
25.9.2016 15:3:23;265.274514;0;0;;;;
25.9.2016 15:3:23;265.374824;0;0;;;;
25.9.2016 15:3:23;265.475131;0;0;;;;
25.9.2016 15:3:23;265.575444;0;0;;;;
25.9.2016 15:3:23;265.675763;0;0;;;;
25.9.2016 15:3:23;265.776083;0;0;;;;
25.9.2016 15:3:24;265.876399;0;0;;;;
25.9.2016 15:3:24;265.976709;0;0;;;;
25.9.2016 15:3:24;266.77022;0;0;;;;
25.9.2016 15:3:24;266.177334;0;0;;;;
25.9.2016 15:3:24;266.277654;0;0;;;;
25.9.2016 15:3:24;266.377966;0;0;;;;
25.9.2016 15:3:24;266.478288;0;0;;;;
25.9.2016 15:3:24;266.578669;0;0;;;;
25.9.2016 15:3:24;266.679041;0;0;;;;
25.9.2016 15:3:24;266.779414;0;0;;;;
25.9.2016 15:3:25;266.879766;0;0;;;;
25.9.2016 15:3:25;266.980118;0;0;;;;
25.9.2016 15:3:25;267.80489;0;0;;;;
25.9.2016 15:3:25;267.180932;0;0;;;;
25.9.2016 15:3:25;267.281302;0;0;;;;
25.9.2016 15:3:25;267.381658;0;0;;;;
25.9.2016 15:3:25;267.482022;0;0;;;;
25.9.2016 15:3:25;267.582384;0;0;;;;
25.9.2016 15:3:25;267.682743;0;0;;;;
25.9.2016 15:3:25;267.783106;0;0;;;;
25.9.2016 15:3:26;267.883468;0;0;;;;
25.9.2016 15:3:26;267.983831;0;0;;;;
25.9.2016 15:3:26;268.84207;0;0;;;;
25.9.2016 15:3:26;268.184571;0;0;;;;
25.9.2016 15:3:26;268.284938;0;0;;;;
25.9.2016 15:3:26;268.385291;0;0;;;;
25.9.2016 15:3:26;268.485609;0;0;;;;
25.9.2016 15:3:26;268.585931;1.2;0.02;;;;
25.9.2016 15:3:26;268.686297;0;0;;;;
25.9.2016 15:3:26;268.786668;0;0;;;;
25.9.2016 15:3:27;268.887028;0;0;;;;
25.9.2016 15:3:27;268.987409;0;0;;;;
25.9.2016 15:3:27;269.87775;0;0;;;;
25.9.2016 15:3:27;269.188135;0;0;;;;
25.9.2016 15:3:27;269.288493;0;0;;;;
25.9.2016 15:3:27;269.388852;0;0;;;;
25.9.2016 15:3:27;269.489224;0;0;;;;
25.9.2016 15:3:27;269.589601;0;0;;;;
25.9.2016 15:3:27;269.689963;0;0;;;;
25.9.2016 15:3:27;269.790345;0;0;;;;
25.9.2016 15:3:28;269.890783;1.2;0.02;;;;
25.9.2016 15:3:28;269.991164;0;0;;;;
25.9.2016 15:3:28;270.91566;0;0;;;;
25.9.2016 15:3:28;270.191924;0;0;;;;
25.9.2016 15:3:28;270.292298;0;0;;;;
25.9.2016 15:3:28;270.392655;0;0;;;;
25.9.2016 15:3:28;270.493017;0;0;;;;
25.9.2016 15:3:28;270.593372;0;0;;;;
25.9.2016 15:3:28;270.693731;0;0;;;;
25.9.2016 15:3:28;270.794110;0;0;;;;
25.9.2016 15:3:29;270.894483;0;0;;;;
25.9.2016 15:3:29;270.994840;0;0;;;;
25.9.2016 15:3:29;271.95219;0;0;;;;
25.9.2016 15:3:29;271.195587;0;0;;;;
25.9.2016 15:3:29;271.295951;0;0;;;;
25.9.2016 15:3:29;271.396312;0;0;;;;
25.9.2016 15:3:29;271.496670;0;0;;;;
25.9.2016 15:3:29;271.597028;0;0;;;;
25.9.2016 15:3:29;271.697385;0;0;;;;
25.9.2016 15:3:29;271.797740;0;0;;;;
25.9.2016 15:3:30;271.898103;0;0;;;;
25.9.2016 15:3:30;271.998431;0;0;;;;
25.9.2016 15:3:30;272.98747;0;0;;;;
25.9.2016 15:3:30;272.199055;0;0;;;;
25.9.2016 15:3:30;272.299371;0;0;;;;
25.9.2016 15:3:30;272.399691;0;0;;;;
25.9.2016 15:3:30;272.500019;0;0;;;;
25.9.2016 15:3:30;272.600467;0;0;;;;
25.9.2016 15:3:30;272.700919;0;0;;;;
25.9.2016 15:3:30;272.801294;0;0;;;;
25.9.2016 15:3:31;272.901637;0;0;;;;
25.9.2016 15:3:31;273.2028;0;0;;;;
25.9.2016 15:3:31;273.102389;0;0;;;;
25.9.2016 15:3:31;273.202762;0;0;;;;
25.9.2016 15:3:31;273.303123;0;0;;;;
25.9.2016 15:3:31;273.403463;0;0;;;;
25.9.2016 15:3:31;273.503827;0;0;;;;
25.9.2016 15:3:31;273.604183;0;0;;;;
25.9.2016 15:3:31;273.704540;0;0;;;;
25.9.2016 15:3:31;273.804915;0;0;;;;
25.9.2016 15:3:32;273.905267;0;0;;;;
25.9.2016 15:3:32;274.5621;0;0;;;;
25.9.2016 15:3:32;274.105997;0;0;;;;
25.9.2016 15:3:32;274.206371;0;0;;;;
25.9.2016 15:3:32;274.306719;0;0;;;;
25.9.2016 15:3:32;274.407049;0;0;;;;
25.9.2016 15:3:32;274.507363;0;0;;;;
25.9.2016 15:3:32;274.607708;0;0;;;;
25.9.2016 15:3:32;274.708079;0;0;;;;
25.9.2016 15:3:32;274.808453;0;0;;;;
25.9.2016 15:3:33;274.908822;0;0;;;;
25.9.2016 15:3:33;275.9203;0;0;;;;
25.9.2016 15:3:33;275.109566;0;0;;;;
25.9.2016 15:3:33;275.209953;0;0;;;;
25.9.2016 15:3:33;275.310312;0;0;;;;
25.9.2016 15:3:33;275.410669;0;0;;;;
25.9.2016 15:3:33;275.511023;0;0;;;;
25.9.2016 15:3:33;275.611399;0;0;;;;
25.9.2016 15:3:33;275.711771;0;0;;;;
25.9.2016 15:3:33;275.812152;0;0;;;;
25.9.2016 15:3:34;275.912514;0;0;;;;
25.9.2016 15:3:34;276.12891;0;0;;;;
25.9.2016 15:3:34;276.113247;0;0;;;;
25.9.2016 15:3:34;276.213627;0;0;;;;
25.9.2016 15:3:34;276.313990;0;0;;;;
25.9.2016 15:3:34;276.414344;0;0;;;;
25.9.2016 15:3:34;276.514706;0;0;;;;
25.9.2016 15:3:34;276.615063;0;0;;;;
25.9.2016 15:3:34;276.715425;1.2;0.02;;;;
25.9.2016 15:3:34;276.815780;1.2;0.02;;;;
25.9.2016 15:3:35;276.916136;3.6;0.06;;;;
25.9.2016 15:3:35;277.16490;7.2;0.12;;;;
25.9.2016 15:3:35;277.116857;7.2;0.12;;;;
25.9.2016 15:3:35;277.217217;8.4;0.14;;;;
25.9.2016 15:3:35;277.317581;8.4;0.14;;;;
25.9.2016 15:3:35;277.417936;4.8;0.08;;;;
25.9.2016 15:3:35;277.518295;1.2;0.02;;;;
25.9.2016 15:3:35;277.618649;6;0.1;;;;
25.9.2016 15:3:35;277.719011;10.8;0.18;;;;
25.9.2016 15:3:35;277.819388;13.2;0.22;;;;
25.9.2016 15:3:36;277.919760;12;0.2;;;;
25.9.2016 15:3:36;278.20135;12;0.2;;;;
25.9.2016 15:3:36;278.120499;9.6;0.16;;;;
25.9.2016 15:3:36;278.220912;4.8;0.08;;;;
25.9.2016 15:3:36;278.321274;2.4;0.04;;;;
25.9.2016 15:3:36;278.421638;1.2;0.02;;;;
25.9.2016 15:3:36;278.521990;3.6;0.06;;;;
25.9.2016 15:3:36;278.622368;3.6;0.06;;;;
25.9.2016 15:3:36;278.722743;3.6;0.06;;;;
25.9.2016 15:3:36;278.823105;3.6;0.06;;;;
25.9.2016 15:3:37;278.923463;3.6;0.06;;;;
25.9.2016 15:3:37;279.23824;2.4;0.04;;;;
25.9.2016 15:3:37;279.124173;3.6;0.06;;;;
25.9.2016 15:3:37;279.224540;3.6;0.06;;;;
25.9.2016 15:3:37;279.324906;3.6;0.06;;;;
25.9.2016 15:3:37;279.425261;4.8;0.08;;;;
25.9.2016 15:3:37;279.525616;2.4;0.04;;;;
25.9.2016 15:3:37;279.625970;3.6;0.06;;;;
25.9.2016 15:3:37;279.726332;3.6;0.06;;;;
25.9.2016 15:3:37;279.826699;2.4;0.04;;;;
25.9.2016 15:3:38;279.927057;2.4;0.04;;;;
25.9.2016 15:3:38;280.27417;0;0;;;;
25.9.2016 15:3:38;280.127791;1.2;0.02;;;;
25.9.2016 15:3:38;280.228161;0;0;;;;
25.9.2016 15:3:38;280.328498;2.4;0.04;;;;
25.9.2016 15:3:38;280.428809;4.8;0.08;;;;
25.9.2016 15:3:38;280.529134;3.6;0.06;;;;
25.9.2016 15:3:38;280.629493;1.2;0.02;;;;
25.9.2016 15:3:38;280.729857;1.2;0.02;;;;
25.9.2016 15:3:38;280.830214;1.2;0.02;;;;
25.9.2016 15:3:39;280.930570;2.4;0.04;;;;
25.9.2016 15:3:39;281.30971;3.6;0.06;;;;
25.9.2016 15:3:39;281.131330;3.6;0.06;;;;
25.9.2016 15:3:39;281.231698;2.4;0.04;;;;
25.9.2016 15:3:39;281.332061;2.4;0.04;;;;
25.9.2016 15:3:39;281.432430;1.2;0.02;;;;
25.9.2016 15:3:39;281.532791;1.2;0.02;;;;
25.9.2016 15:3:39;281.633160;1.2;0.02;;;;
25.9.2016 15:3:39;281.733521;1.2;0.02;;;;
25.9.2016 15:3:39;281.833890;2.4;0.04;;;;
25.9.2016 15:3:40;281.934245;2.4;0.04;;;;
25.9.2016 15:3:40;282.34606;2.4;0.04;;;;
25.9.2016 15:3:40;282.134961;0;0;;;;
25.9.2016 15:3:40;282.235318;1.2;0.02;;;;
25.9.2016 15:3:40;282.335678;1.2;0.02;;;;
25.9.2016 15:3:40;282.436046;1.2;0.02;;;;
25.9.2016 15:3:40;282.536398;0;0;;;;
25.9.2016 15:3:40;282.636744;1.2;0.02;;;;
25.9.2016 15:3:40;282.737117;0;0;;;;
25.9.2016 15:3:40;282.837480;1.2;0.02;;;;
25.9.2016 15:3:41;282.937828;1.2;0.02;;;;
25.9.2016 15:3:41;283.38255;0;0;;;;
25.9.2016 15:3:41;283.138625;0;0;;;;
25.9.2016 15:3:41;283.238982;1.2;0.02;;;;
25.9.2016 15:3:41;283.339367;0;0;;;;
25.9.2016 15:3:41;283.439719;1.2;0.02;;;;
25.9.2016 15:3:41;283.540077;0;0;;;;
25.9.2016 15:3:41;283.640434;0;0;;;;
25.9.2016 15:3:41;283.740851;1.2;0.02;;;;
25.9.2016 15:3:41;283.841230;0;0;;;;
25.9.2016 15:3:42;283.941592;0;0;;;;
25.9.2016 15:3:42;284.41963;0;0;;;;
25.9.2016 15:3:42;284.142324;0;0;;;;
25.9.2016 15:3:42;284.242677;1.2;0.02;;;;
25.9.2016 15:3:42;284.343045;0;0;;;;
25.9.2016 15:3:42;284.443396;0;0;;;;
25.9.2016 15:3:42;284.543755;0;0;;;;
25.9.2016 15:3:42;284.644127;0;0;;;;
25.9.2016 15:3:42;284.744513;0;0;;;;
25.9.2016 15:3:42;284.844892;0;0;;;;
25.9.2016 15:3:43;284.945258;0;0;;;;
25.9.2016 15:3:43;285.45621;0;0;;;;
25.9.2016 15:3:43;285.145973;0;0;;;;
25.9.2016 15:3:43;285.246331;0;0;;;;
25.9.2016 15:3:43;285.346709;0;0;;;;
25.9.2016 15:3:43;285.447073;0;0;;;;
25.9.2016 15:3:43;285.547438;0;0;;;;
25.9.2016 15:3:43;285.647793;0;0;;;;
25.9.2016 15:3:43;285.748161;0;0;;;;
25.9.2016 15:3:43;285.848551;0;0;;;;
25.9.2016 15:3:44;285.948920;0;0;;;;
25.9.2016 15:3:44;286.49288;0;0;;;;
25.9.2016 15:3:44;286.149665;0;0;;;;
25.9.2016 15:3:44;286.250029;0;0;;;;
25.9.2016 15:3:44;286.350353;0;0;;;;
25.9.2016 15:3:44;286.450781;0;0;;;;
25.9.2016 15:3:44;286.551146;0;0;;;;
25.9.2016 15:3:44;286.651515;0;0;;;;
25.9.2016 15:3:44;286.751882;0;0;;;;
25.9.2016 15:3:44;286.852239;0;0;;;;
25.9.2016 15:3:45;286.952620;0;0;;;;
25.9.2016 15:3:45;287.52999;0;0;;;;
25.9.2016 15:3:45;287.153353;0;0;;;;
25.9.2016 15:3:45;287.253719;0;0;;;;
25.9.2016 15:3:45;287.354069;0;0;;;;
25.9.2016 15:3:45;287.454417;0;0;;;;
25.9.2016 15:3:45;287.554768;0;0;;;;
25.9.2016 15:3:45;287.655143;0;0;;;;
25.9.2016 15:3:45;287.755521;0;0;;;;
25.9.2016 15:3:45;287.855875;0;0;;;;
25.9.2016 15:3:46;287.956249;0;0;;;;
25.9.2016 15:3:46;288.56628;0;0;;;;
25.9.2016 15:3:46;288.156987;0;0;;;;
25.9.2016 15:3:46;288.257351;0;0;;;;
25.9.2016 15:3:46;288.357708;0;0;;;;
25.9.2016 15:3:46;288.458058;0;0;;;;
25.9.2016 15:3:46;288.558412;0;0;;;;
25.9.2016 15:3:46;288.658765;0;0;;;;
25.9.2016 15:3:46;288.759137;0;0;;;;
25.9.2016 15:3:46;288.859495;0;0;;;;
25.9.2016 15:3:47;288.959872;0;0;;;;
25.9.2016 15:3:47;289.60236;0;0;;;;
25.9.2016 15:3:47;289.160610;0;0;;;;
25.9.2016 15:3:47;289.261009;0;0;;;;
25.9.2016 15:3:47;289.361372;0;0;;;;
25.9.2016 15:3:47;289.461733;0;0;;;;
25.9.2016 15:3:47;289.562107;0;0;;;;
25.9.2016 15:3:47;289.662467;0;0;;;;
25.9.2016 15:3:47;289.762836;0;0;;;;
25.9.2016 15:3:48;289.863199;0;0;;;;
25.9.2016 15:3:48;289.963569;0;0;;;;
25.9.2016 15:3:48;290.63948;0;0;;;;
25.9.2016 15:3:48;290.164311;0;0;;;;
25.9.2016 15:3:48;290.264671;0;0;;;;
25.9.2016 15:3:48;290.365024;0;0;;;;
25.9.2016 15:3:48;290.465395;0;0;;;;
25.9.2016 15:3:48;290.565769;0;0;;;;
25.9.2016 15:3:48;290.666154;0;0;;;;
25.9.2016 15:3:48;290.766529;0;0;;;;
25.9.2016 15:3:49;290.866888;0;0;;;;
25.9.2016 15:3:49;290.967262;0;0;;;;
25.9.2016 15:3:49;291.67637;0;0;;;;
25.9.2016 15:3:49;291.167993;0;0;;;;
25.9.2016 15:3:49;291.268357;0;0;;;;
25.9.2016 15:3:49;291.368701;0;0;;;;
25.9.2016 15:3:49;291.469047;0;0;;;;
25.9.2016 15:3:49;291.569401;0;0;;;;
25.9.2016 15:3:49;291.669754;0;0;;;;
25.9.2016 15:3:49;291.770117;0;0;;;;
25.9.2016 15:3:50;291.870481;0;0;;;;
25.9.2016 15:3:50;291.970912;0;0;;;;
25.9.2016 15:3:50;292.71282;0;0;;;;
25.9.2016 15:3:50;292.171632;0;0;;;;
25.9.2016 15:3:50;292.271935;0;0;;;;
25.9.2016 15:3:50;292.372275;0;0;;;;
25.9.2016 15:3:50;292.472627;0;0;;;;
25.9.2016 15:3:50;292.572991;0;0;;;;
25.9.2016 15:3:50;292.673346;0;0;;;;
25.9.2016 15:3:50;292.773705;0;0;;;;
25.9.2016 15:3:51;292.874065;0;0;;;;
25.9.2016 15:3:51;292.974449;0;0;;;;
25.9.2016 15:3:51;293.74830;0;0;;;;
25.9.2016 15:3:51;293.175190;0;0;;;;
25.9.2016 15:3:51;293.275548;0;0;;;;
25.9.2016 15:3:51;293.375907;0;0;;;;
25.9.2016 15:3:51;293.476266;0;0;;;;
25.9.2016 15:3:51;293.576617;0;0;;;;
25.9.2016 15:3:51;293.676984;0;0;;;;
25.9.2016 15:3:51;293.777359;0;0;;;;
25.9.2016 15:3:52;293.877725;0;0;;;;
25.9.2016 15:3:52;293.978098;0;0;;;;
25.9.2016 15:3:52;294.78543;0;0;;;;
25.9.2016 15:3:52;294.178904;0;0;;;;
25.9.2016 15:3:52;294.279266;0;0;;;;
25.9.2016 15:3:52;294.379626;0;0;;;;
25.9.2016 15:3:52;294.479977;0;0;;;;
25.9.2016 15:3:52;294.580331;0;0;;;;
25.9.2016 15:3:52;294.680748;0;0;;;;
25.9.2016 15:3:52;294.781110;0;0;;;;
25.9.2016 15:3:53;294.881475;0;0;;;;
25.9.2016 15:3:53;294.981824;3.6;0.06;;;;
25.9.2016 15:3:53;295.82186;6;0.1;;;;
25.9.2016 15:3:53;295.182562;8.4;0.14;;;;
25.9.2016 15:3:53;295.282934;10.8;0.18;;;;
25.9.2016 15:3:53;295.383301;10.8;0.18;;;;
25.9.2016 15:3:53;295.483668;9.6;0.16;;;;
25.9.2016 15:3:53;295.584034;9.6;0.16;;;;
25.9.2016 15:3:53;295.684401;8.4;0.14;;;;
25.9.2016 15:3:53;295.784767;7.2;0.12;;;;
25.9.2016 15:3:54;295.885125;4.8;0.08;;;;
25.9.2016 15:3:54;295.985487;4.8;0.08;;;;
25.9.2016 15:3:54;296.85853;2.4;0.04;;;;
25.9.2016 15:3:54;296.186207;2.4;0.04;;;;
25.9.2016 15:3:54;296.286569;2.4;0.04;;;;
25.9.2016 15:3:54;296.386926;2.4;0.04;;;;
25.9.2016 15:3:54;296.487281;1.2;0.02;;;;
25.9.2016 15:3:54;296.587662;1.2;0.02;;;;
25.9.2016 15:3:54;296.688053;0;0;;;;
25.9.2016 15:3:54;296.788427;0;0;;;;
25.9.2016 15:3:55;296.888782;1.2;0.02;;;;
25.9.2016 15:3:55;296.989155;0;0;;;;
25.9.2016 15:3:55;297.89535;0;0;;;;
25.9.2016 15:3:55;297.189906;0;0;;;;
25.9.2016 15:3:55;297.290281;0;0;;;;
25.9.2016 15:3:55;297.390691;0;0;;;;
25.9.2016 15:3:55;297.491051;0;0;;;;
25.9.2016 15:3:55;297.591412;0;0;;;;
25.9.2016 15:3:55;297.691772;0;0;;;;
25.9.2016 15:3:55;297.792148;0;0;;;;
25.9.2016 15:3:56;297.892513;0;0;;;;
25.9.2016 15:3:56;297.992891;0;0;;;;
25.9.2016 15:3:56;298.93228;0;0;;;;
25.9.2016 15:3:56;298.193552;1.2;0.02;;;;
25.9.2016 15:3:56;298.293909;0;0;;;;
25.9.2016 15:3:56;298.394266;0;0;;;;
25.9.2016 15:3:56;298.494630;0;0;;;;
25.9.2016 15:3:56;298.594985;0;0;;;;
25.9.2016 15:3:56;298.695348;0;0;;;;
25.9.2016 15:3:56;298.795724;0;0;;;;
25.9.2016 15:3:57;298.896083;0;0;;;;
25.9.2016 15:3:57;298.996465;0;0;;;;
25.9.2016 15:3:57;299.96839;0;0;;;;
25.9.2016 15:3:57;299.197220;0;0;;;;
25.9.2016 15:3:57;299.297589;0;0;;;;
25.9.2016 15:3:57;299.397948;0;0;;;;
25.9.2016 15:3:57;299.498308;1.2;0.02;;;;
25.9.2016 15:3:57;299.598677;0;0;;;;
25.9.2016 15:3:57;299.699077;0;0;;;;
25.9.2016 15:3:57;299.799459;0;0;;;;
25.9.2016 15:3:58;299.899829;0;0;;;;
25.9.2016 15:3:58;300.210;0;0;;;;
25.9.2016 15:3:58;300.100592;0;0;;;;
25.9.2016 15:3:58;300.201062;0;0;;;;
25.9.2016 15:3:58;300.301436;1.2;0.02;;;;
25.9.2016 15:3:58;300.401809;0;0;;;;
25.9.2016 15:3:58;300.502179;0;0;;;;
25.9.2016 15:3:58;300.602552;1.2;0.02;;;;
25.9.2016 15:3:58;300.702942;0;0;;;;
25.9.2016 15:3:58;300.803340;0;0;;;;
25.9.2016 15:3:59;300.903700;1.2;0.02;;;;
25.9.2016 15:3:59;301.4085;0;0;;;;
25.9.2016 15:3:59;301.104440;1.2;0.02;;;;
25.9.2016 15:3:59;301.204840;0;0;;;;
25.9.2016 15:3:59;301.305207;0;0;;;;
25.9.2016 15:3:59;301.405569;1.2;0.02;;;;
25.9.2016 15:3:59;301.505945;0;0;;;;
25.9.2016 15:3:59;301.606309;1.2;0.02;;;;
25.9.2016 15:3:59;301.706688;2.4;0.04;;;;
25.9.2016 15:3:59;301.807056;2.4;0.04;;;;
25.9.2016 15:4:0;301.907429;2.4;0.04;;;;
25.9.2016 15:4:0;302.7802;1.2;0.02;;;;
25.9.2016 15:4:0;302.108161;2.4;0.04;;;;
25.9.2016 15:4:0;302.208519;2.4;0.04;;;;
25.9.2016 15:4:0;302.308862;2.4;0.04;;;;
25.9.2016 15:4:0;302.409218;1.2;0.02;;;;
25.9.2016 15:4:0;302.509581;2.4;0.04;;;;
25.9.2016 15:4:0;302.609944;6;0.1;;;;
25.9.2016 15:4:0;302.710322;10.8;0.18;;;;
25.9.2016 15:4:0;302.810791;14.4;0.24;;;;
25.9.2016 15:4:1;302.911174;13.2;0.22;;;;
25.9.2016 15:4:1;303.11597;7.2;0.12;;;;
25.9.2016 15:4:1;303.111958;2.4;0.04;;;;
25.9.2016 15:4:1;303.212316;3.6;0.06;;;;
25.9.2016 15:4:1;303.312684;3.6;0.06;;;;
25.9.2016 15:4:1;303.413041;1.2;0.02;;;;
25.9.2016 15:4:1;303.513391;1.2;0.02;;;;
25.9.2016 15:4:1;303.613720;1.2;0.02;;;;
25.9.2016 15:4:1;303.714080;2.4;0.04;;;;
25.9.2016 15:4:1;303.814429;3.6;0.06;;;;
25.9.2016 15:4:2;303.914753;1.2;0.02;;;;
25.9.2016 15:4:2;304.15072;4.8;0.08;;;;
25.9.2016 15:4:2;304.115423;4.8;0.08;;;;
25.9.2016 15:4:2;304.215813;1.2;0.02;;;;
25.9.2016 15:4:2;304.316186;0;0;;;;
25.9.2016 15:4:2;304.416542;1.2;0.02;;;;
25.9.2016 15:4:2;304.516903;1.2;0.02;;;;
25.9.2016 15:4:2;304.617325;0;0;;;;
25.9.2016 15:4:2;304.717689;1.2;0.02;;;;
25.9.2016 15:4:2;304.818051;1.2;0.02;;;;
25.9.2016 15:4:3;304.918415;1.2;0.02;;;;
25.9.2016 15:4:3;305.18777;2.4;0.04;;;;
25.9.2016 15:4:3;305.119148;1.2;0.02;;;;
25.9.2016 15:4:3;305.219502;2.4;0.04;;;;
25.9.2016 15:4:3;305.319869;0;0;;;;
25.9.2016 15:4:3;305.420217;1.2;0.02;;;;
25.9.2016 15:4:3;305.520560;1.2;0.02;;;;
25.9.2016 15:4:3;305.620985;0;0;;;;
25.9.2016 15:4:3;305.721369;1.2;0.02;;;;
