Datum;Timer;RPM;RPS;I;U;P;R
25.9.2016 15:2:18;199.943681;0;0;;;;
25.9.2016 15:2:18;200.44006;0;0;;;;
25.9.2016 15:2:18;200.144315;0;0;;;;
25.9.2016 15:2:18;200.244634;0;0;;;;
25.9.2016 15:2:18;200.344955;0;0;;;;
25.9.2016 15:2:18;200.445312;0;0;;;;
25.9.2016 15:2:18;200.545688;0;0;;;;
25.9.2016 15:2:18;200.646052;0;0;;;;
25.9.2016 15:2:18;200.746379;0;0;;;;
25.9.2016 15:2:18;200.846721;0;0;;;;
25.9.2016 15:2:19;200.947092;0;0;;;;
25.9.2016 15:2:19;201.47463;0;0;;;;
25.9.2016 15:2:19;201.147829;0;0;;;;
25.9.2016 15:2:19;201.248189;0;0;;;;
25.9.2016 15:2:19;201.348563;0;0;;;;
25.9.2016 15:2:19;201.448931;0;0;;;;
25.9.2016 15:2:19;201.549284;0;0;;;;
25.9.2016 15:2:19;201.649612;0;0;;;;
25.9.2016 15:2:19;201.749985;0;0;;;;
25.9.2016 15:2:19;201.850365;0;0;;;;
25.9.2016 15:2:20;201.950833;0;0;;;;
25.9.2016 15:2:20;202.51220;0;0;;;;
25.9.2016 15:2:20;202.151540;0;0;;;;
25.9.2016 15:2:20;202.251871;0;0;;;;
25.9.2016 15:2:20;202.352182;0;0;;;;
25.9.2016 15:2:20;202.452504;0;0;;;;
25.9.2016 15:2:20;202.552832;0;0;;;;
25.9.2016 15:2:20;202.653146;0;0;;;;
25.9.2016 15:2:20;202.753466;0;0;;;;
25.9.2016 15:2:20;202.853781;0;0;;;;
25.9.2016 15:2:21;202.954110;0;0;;;;
25.9.2016 15:2:21;203.54439;0;0;;;;
25.9.2016 15:2:21;203.154757;0;0;;;;
25.9.2016 15:2:21;203.255083;0;0;;;;
25.9.2016 15:2:21;203.355399;0;0;;;;
25.9.2016 15:2:21;203.455732;0;0;;;;
25.9.2016 15:2:21;203.556112;0;0;;;;
25.9.2016 15:2:21;203.656444;0;0;;;;
25.9.2016 15:2:21;203.756772;0;0;;;;
25.9.2016 15:2:21;203.857088;0;0;;;;
25.9.2016 15:2:22;203.957413;0;0;;;;
25.9.2016 15:2:22;204.57737;0;0;;;;
25.9.2016 15:2:22;204.158054;0;0;;;;
25.9.2016 15:2:22;204.258379;0;0;;;;
25.9.2016 15:2:22;204.358697;0;0;;;;
25.9.2016 15:2:22;204.459019;0;0;;;;
25.9.2016 15:2:22;204.559341;0;0;;;;
25.9.2016 15:2:22;204.659661;0;0;;;;
25.9.2016 15:2:22;204.759992;0;0;;;;
25.9.2016 15:2:22;204.860305;0;0;;;;
25.9.2016 15:2:23;204.960690;0;0;;;;
25.9.2016 15:2:23;205.61032;0;0;;;;
25.9.2016 15:2:23;205.161360;0;0;;;;
25.9.2016 15:2:23;205.261678;0;0;;;;
25.9.2016 15:2:23;205.361994;0;0;;;;
25.9.2016 15:2:23;205.462313;0;0;;;;
25.9.2016 15:2:23;205.562707;0;0;;;;
25.9.2016 15:2:23;205.663052;0;0;;;;
25.9.2016 15:2:23;205.763434;0;0;;;;
25.9.2016 15:2:24;205.863760;0;0;;;;
25.9.2016 15:2:24;205.964088;0;0;;;;
25.9.2016 15:2:24;206.64410;0;0;;;;
25.9.2016 15:2:24;206.164716;0;0;;;;
25.9.2016 15:2:24;206.265040;0;0;;;;
25.9.2016 15:2:24;206.365360;0;0;;;;
25.9.2016 15:2:24;206.465675;0;0;;;;
25.9.2016 15:2:24;206.566005;0;0;;;;
25.9.2016 15:2:24;206.666355;0;0;;;;
25.9.2016 15:2:24;206.766762;0;0;;;;
25.9.2016 15:2:25;206.867185;0;0;;;;
25.9.2016 15:2:25;206.967577;0;0;;;;
25.9.2016 15:2:25;207.67964;0;0;;;;
25.9.2016 15:2:25;207.168343;0;0;;;;
25.9.2016 15:2:25;207.268724;0;0;;;;
25.9.2016 15:2:25;207.369108;0;0;;;;
25.9.2016 15:2:25;207.469470;0;0;;;;
25.9.2016 15:2:25;207.569829;0;0;;;;
25.9.2016 15:2:25;207.670190;0;0;;;;
25.9.2016 15:2:25;207.770546;0;0;;;;
25.9.2016 15:2:26;207.871018;0;0;;;;
25.9.2016 15:2:26;207.971387;0;0;;;;
25.9.2016 15:2:26;208.71743;0;0;;;;
25.9.2016 15:2:26;208.172068;0;0;;;;
25.9.2016 15:2:26;208.272393;0;0;;;;
25.9.2016 15:2:26;208.372712;0;0;;;;
25.9.2016 15:2:26;208.473030;0;0;;;;
25.9.2016 15:2:26;208.573368;0;0;;;;
25.9.2016 15:2:26;208.673724;0;0;;;;
25.9.2016 15:2:26;208.774060;0;0;;;;
25.9.2016 15:2:27;208.874373;0;0;;;;
25.9.2016 15:2:27;208.974706;0;0;;;;
25.9.2016 15:2:27;209.75021;0;0;;;;
25.9.2016 15:2:27;209.175339;0;0;;;;
25.9.2016 15:2:27;209.275656;0;0;;;;
25.9.2016 15:2:27;209.375969;0;0;;;;
25.9.2016 15:2:27;209.476283;0;0;;;;
25.9.2016 15:2:27;209.576607;0;0;;;;
25.9.2016 15:2:27;209.676926;0;0;;;;
25.9.2016 15:2:27;209.777251;0;0;;;;
25.9.2016 15:2:28;209.877570;0;0;;;;
25.9.2016 15:2:28;209.977899;0;0;;;;
25.9.2016 15:2:28;210.78209;0;0;;;;
25.9.2016 15:2:28;210.178523;0;0;;;;
25.9.2016 15:2:28;210.278839;0;0;;;;
25.9.2016 15:2:28;210.379152;0;0;;;;
25.9.2016 15:2:28;210.479465;0;0;;;;
25.9.2016 15:2:28;210.579800;0;0;;;;
25.9.2016 15:2:28;210.680115;0;0;;;;
25.9.2016 15:2:28;210.780446;0;0;;;;
25.9.2016 15:2:29;210.880845;0;0;;;;
25.9.2016 15:2:29;210.981172;0;0;;;;
25.9.2016 15:2:29;211.81508;0;0;;;;
25.9.2016 15:2:29;211.181816;0;0;;;;
25.9.2016 15:2:29;211.282143;0;0;;;;
25.9.2016 15:2:29;211.382460;0;0;;;;
25.9.2016 15:2:29;211.482775;0;0;;;;
25.9.2016 15:2:29;211.583094;0;0;;;;
25.9.2016 15:2:29;211.683406;0;0;;;;
25.9.2016 15:2:29;211.783739;0;0;;;;
25.9.2016 15:2:30;211.884058;0;0;;;;
25.9.2016 15:2:30;211.984377;0;0;;;;
25.9.2016 15:2:30;212.84703;0;0;;;;
25.9.2016 15:2:30;212.185014;0;0;;;;
25.9.2016 15:2:30;212.285314;0;0;;;;
25.9.2016 15:2:30;212.385676;0;0;;;;
25.9.2016 15:2:30;212.486041;0;0;;;;
25.9.2016 15:2:30;212.586407;0;0;;;;
25.9.2016 15:2:30;212.686771;0;0;;;;
25.9.2016 15:2:30;212.787144;0;0;;;;
25.9.2016 15:2:31;212.887510;0;0;;;;
25.9.2016 15:2:31;212.987884;0;0;;;;
25.9.2016 15:2:31;213.88264;0;0;;;;
25.9.2016 15:2:31;213.188622;0;0;;;;
25.9.2016 15:2:31;213.288986;0;0;;;;
25.9.2016 15:2:31;213.389338;0;0;;;;
25.9.2016 15:2:31;213.489697;0;0;;;;
25.9.2016 15:2:31;213.590060;0;0;;;;
25.9.2016 15:2:31;213.690384;0;0;;;;
25.9.2016 15:2:31;213.790777;0;0;;;;
25.9.2016 15:2:32;213.891101;0;0;;;;
25.9.2016 15:2:32;213.991429;0;0;;;;
25.9.2016 15:2:32;214.91767;0;0;;;;
25.9.2016 15:2:32;214.192078;0;0;;;;
25.9.2016 15:2:32;214.292393;0;0;;;;
25.9.2016 15:2:32;214.392706;0;0;;;;
25.9.2016 15:2:32;214.493026;0;0;;;;
25.9.2016 15:2:32;214.593338;0;0;;;;
25.9.2016 15:2:32;214.693654;0;0;;;;
25.9.2016 15:2:32;214.793983;0;0;;;;
25.9.2016 15:2:33;214.894301;0;0;;;;
25.9.2016 15:2:33;214.994629;0;0;;;;
25.9.2016 15:2:33;215.94938;0;0;;;;
25.9.2016 15:2:33;215.195243;0;0;;;;
25.9.2016 15:2:33;215.295567;0;0;;;;
25.9.2016 15:2:33;215.395888;0;0;;;;
25.9.2016 15:2:33;215.496243;0;0;;;;
25.9.2016 15:2:33;215.596609;0;0;;;;
25.9.2016 15:2:33;215.696978;0;0;;;;
25.9.2016 15:2:33;215.797342;0;0;;;;
25.9.2016 15:2:34;215.897713;0;0;;;;
25.9.2016 15:2:34;215.998087;0;0;;;;
25.9.2016 15:2:34;216.98468;0;0;;;;
25.9.2016 15:2:34;216.198842;0;0;;;;
25.9.2016 15:2:34;216.299212;0;0;;;;
25.9.2016 15:2:34;216.399584;0;0;;;;
25.9.2016 15:2:34;216.499945;0;0;;;;
25.9.2016 15:2:34;216.600297;0;0;;;;
25.9.2016 15:2:34;216.700801;0;0;;;;
25.9.2016 15:2:34;216.801184;0;0;;;;
25.9.2016 15:2:35;216.901509;0;0;;;;
25.9.2016 15:2:35;217.1842;0;0;;;;
25.9.2016 15:2:35;217.102156;0;0;;;;
25.9.2016 15:2:35;217.202483;0;0;;;;
25.9.2016 15:2:35;217.302801;0;0;;;;
25.9.2016 15:2:35;217.403119;0;0;;;;
25.9.2016 15:2:35;217.503435;0;0;;;;
25.9.2016 15:2:35;217.603750;0;0;;;;
25.9.2016 15:2:35;217.704082;0;0;;;;
25.9.2016 15:2:35;217.804403;0;0;;;;
25.9.2016 15:2:36;217.904719;0;0;;;;
25.9.2016 15:2:36;218.5035;0;0;;;;
25.9.2016 15:2:36;218.105340;0;0;;;;
25.9.2016 15:2:36;218.205664;0;0;;;;
25.9.2016 15:2:36;218.305978;0;0;;;;
25.9.2016 15:2:36;218.406289;0;0;;;;
25.9.2016 15:2:36;218.506626;0;0;;;;
25.9.2016 15:2:36;218.606988;0;0;;;;
25.9.2016 15:2:36;218.707341;0;0;;;;
25.9.2016 15:2:36;218.807708;0;0;;;;
25.9.2016 15:2:37;218.908076;0;0;;;;
25.9.2016 15:2:37;219.8401;0;0;;;;
25.9.2016 15:2:37;219.108717;0;0;;;;
25.9.2016 15:2:37;219.209035;0;0;;;;
25.9.2016 15:2:37;219.309340;0;0;;;;
25.9.2016 15:2:37;219.409653;0;0;;;;
25.9.2016 15:2:37;219.509968;0;0;;;;
25.9.2016 15:2:37;219.610287;0;0;;;;
25.9.2016 15:2:37;219.710601;0;0;;;;
25.9.2016 15:2:37;219.810995;0;0;;;;
25.9.2016 15:2:38;219.911322;0;0;;;;
25.9.2016 15:2:38;220.11668;0;0;;;;
25.9.2016 15:2:38;220.111981;0;0;;;;
25.9.2016 15:2:38;220.212275;0;0;;;;
25.9.2016 15:2:38;220.312547;0;0;;;;
25.9.2016 15:2:38;220.412839;0;0;;;;
25.9.2016 15:2:38;220.513155;0;0;;;;
25.9.2016 15:2:38;220.613474;0;0;;;;
25.9.2016 15:2:38;220.713791;0;0;;;;
25.9.2016 15:2:38;220.814084;0;0;;;;
25.9.2016 15:2:39;220.914391;0;0;;;;
25.9.2016 15:2:39;221.14705;0;0;;;;
25.9.2016 15:2:39;221.115028;0;0;;;;
25.9.2016 15:2:39;221.215342;0;0;;;;
25.9.2016 15:2:39;221.315679;0;0;;;;
25.9.2016 15:2:39;221.416032;0;0;;;;
25.9.2016 15:2:39;221.516365;0;0;;;;
25.9.2016 15:2:39;221.616683;0;0;;;;
25.9.2016 15:2:39;221.717021;0;0;;;;
25.9.2016 15:2:39;221.817364;0;0;;;;
25.9.2016 15:2:40;221.917737;0;0;;;;
25.9.2016 15:2:40;222.18110;0;0;;;;
25.9.2016 15:2:40;222.118470;0;0;;;;
25.9.2016 15:2:40;222.218826;0;0;;;;
25.9.2016 15:2:40;222.319165;0;0;;;;
25.9.2016 15:2:40;222.419533;0;0;;;;
25.9.2016 15:2:40;222.519896;0;0;;;;
25.9.2016 15:2:40;222.620238;0;0;;;;
25.9.2016 15:2:40;222.720616;0;0;;;;
25.9.2016 15:2:40;222.821079;0;0;;;;
25.9.2016 15:2:41;222.921417;0;0;;;;
25.9.2016 15:2:41;223.21759;0;0;;;;
25.9.2016 15:2:41;223.122076;0;0;;;;
25.9.2016 15:2:41;223.222405;0;0;;;;
25.9.2016 15:2:41;223.322720;0;0;;;;
25.9.2016 15:2:41;223.423035;0;0;;;;
25.9.2016 15:2:41;223.523352;0;0;;;;
25.9.2016 15:2:41;223.623678;0;0;;;;
25.9.2016 15:2:41;223.724007;0;0;;;;
25.9.2016 15:2:41;223.824331;0;0;;;;
25.9.2016 15:2:42;223.924658;0;0;;;;
25.9.2016 15:2:42;224.25025;0;0;;;;
25.9.2016 15:2:42;224.125341;0;0;;;;
25.9.2016 15:2:42;224.225672;0;0;;;;
25.9.2016 15:2:42;224.325983;0;0;;;;
25.9.2016 15:2:42;224.426304;0;0;;;;
25.9.2016 15:2:42;224.526640;0;0;;;;
25.9.2016 15:2:42;224.626962;0;0;;;;
25.9.2016 15:2:42;224.727290;0;0;;;;
25.9.2016 15:2:42;224.827604;0;0;;;;
25.9.2016 15:2:43;224.927920;0;0;;;;
25.9.2016 15:2:43;225.28242;0;0;;;;
25.9.2016 15:2:43;225.128555;0;0;;;;
25.9.2016 15:2:43;225.228882;0;0;;;;
25.9.2016 15:2:43;225.329193;0;0;;;;
25.9.2016 15:2:43;225.429513;0;0;;;;
25.9.2016 15:2:43;225.529828;0;0;;;;
25.9.2016 15:2:43;225.630144;0;0;;;;
25.9.2016 15:2:43;225.730476;0;0;;;;
25.9.2016 15:2:43;225.830883;0;0;;;;
25.9.2016 15:2:44;225.931209;0;0;;;;
25.9.2016 15:2:44;226.31540;0;0;;;;
25.9.2016 15:2:44;226.131860;0;0;;;;
25.9.2016 15:2:44;226.232182;0;0;;;;
25.9.2016 15:2:44;226.332505;0;0;;;;
25.9.2016 15:2:44;226.432824;0;0;;;;
25.9.2016 15:2:44;226.533150;0;0;;;;
25.9.2016 15:2:44;226.633485;0;0;;;;
25.9.2016 15:2:44;226.733833;0;0;;;;
25.9.2016 15:2:44;226.834162;0;0;;;;
25.9.2016 15:2:45;226.934451;0;0;;;;
25.9.2016 15:2:45;227.34731;0;0;;;;
25.9.2016 15:2:45;227.135021;0;0;;;;
25.9.2016 15:2:45;227.235391;0;0;;;;
25.9.2016 15:2:45;227.335751;0;0;;;;
25.9.2016 15:2:45;227.436086;0;0;;;;
25.9.2016 15:2:45;227.536421;0;0;;;;
25.9.2016 15:2:45;227.636780;0;0;;;;
25.9.2016 15:2:45;227.737154;0;0;;;;
25.9.2016 15:2:45;227.837591;0;0;;;;
25.9.2016 15:2:46;227.937955;0;0;;;;
25.9.2016 15:2:46;228.38327;0;0;;;;
25.9.2016 15:2:46;228.138687;0;0;;;;
25.9.2016 15:2:46;228.239064;0;0;;;;
25.9.2016 15:2:46;228.339439;0;0;;;;
25.9.2016 15:2:46;228.439801;0;0;;;;
25.9.2016 15:2:46;228.540178;0;0;;;;
25.9.2016 15:2:46;228.640542;0;0;;;;
25.9.2016 15:2:46;228.740966;0;0;;;;
25.9.2016 15:2:46;228.841359;0;0;;;;
25.9.2016 15:2:47;228.941729;0;0;;;;
25.9.2016 15:2:47;229.42126;0;0;;;;
25.9.2016 15:2:47;229.142495;0;0;;;;
25.9.2016 15:2:47;229.242853;0;0;;;;
25.9.2016 15:2:47;229.343223;0;0;;;;
25.9.2016 15:2:47;229.443583;0;0;;;;
25.9.2016 15:2:47;229.543936;0;0;;;;
25.9.2016 15:2:47;229.644296;0;0;;;;
25.9.2016 15:2:47;229.744671;0;0;;;;
25.9.2016 15:2:47;229.845051;0;0;;;;
25.9.2016 15:2:48;229.945415;0;0;;;;
25.9.2016 15:2:48;230.45786;0;0;;;;
25.9.2016 15:2:48;230.146149;0;0;;;;
25.9.2016 15:2:48;230.246517;0;0;;;;
25.9.2016 15:2:48;230.346878;0;0;;;;
25.9.2016 15:2:48;230.447233;0;0;;;;
25.9.2016 15:2:48;230.547600;0;0;;;;
25.9.2016 15:2:48;230.647951;0;0;;;;
25.9.2016 15:2:48;230.748333;0;0;;;;
25.9.2016 15:2:48;230.848713;0;0;;;;
25.9.2016 15:2:49;230.949096;0;0;;;;
25.9.2016 15:2:49;231.49476;0;0;;;;
25.9.2016 15:2:49;231.149836;0;0;;;;
25.9.2016 15:2:49;231.250192;0;0;;;;
25.9.2016 15:2:49;231.350567;0;0;;;;
25.9.2016 15:2:49;231.451000;0;0;;;;
25.9.2016 15:2:49;231.551356;0;0;;;;
25.9.2016 15:2:49;231.651721;0;0;;;;
25.9.2016 15:2:49;231.752094;0;0;;;;
25.9.2016 15:2:49;231.852455;0;0;;;;
25.9.2016 15:2:50;231.952813;0;0;;;;
25.9.2016 15:2:50;232.53210;0;0;;;;
25.9.2016 15:2:50;232.153569;0;0;;;;
25.9.2016 15:2:50;232.253929;0;0;;;;
25.9.2016 15:2:50;232.354286;0;0;;;;
25.9.2016 15:2:50;232.454655;0;0;;;;
25.9.2016 15:2:50;232.555011;0;0;;;;
25.9.2016 15:2:50;232.655370;0;0;;;;
25.9.2016 15:2:50;232.755743;0;0;;;;
25.9.2016 15:2:50;232.856071;0;0;;;;
25.9.2016 15:2:51;232.956401;0;0;;;;
25.9.2016 15:2:51;233.56765;0;0;;;;
25.9.2016 15:2:51;233.157121;0;0;;;;
25.9.2016 15:2:51;233.257484;0;0;;;;
25.9.2016 15:2:51;233.357838;0;0;;;;
25.9.2016 15:2:51;233.458199;0;0;;;;
25.9.2016 15:2:51;233.558574;0;0;;;;
25.9.2016 15:2:51;233.658937;0;0;;;;
25.9.2016 15:2:51;233.759310;0;0;;;;
25.9.2016 15:2:51;233.859674;0;0;;;;
25.9.2016 15:2:52;233.960053;0;0;;;;
25.9.2016 15:2:52;234.60432;0;0;;;;
25.9.2016 15:2:52;234.160889;0;0;;;;
25.9.2016 15:2:52;234.261275;0;0;;;;
25.9.2016 15:2:52;234.361637;0;0;;;;
25.9.2016 15:2:52;234.461993;0;0;;;;
25.9.2016 15:2:52;234.562352;0;0;;;;
25.9.2016 15:2:52;234.662716;0;0;;;;
25.9.2016 15:2:52;234.763101;0;0;;;;
25.9.2016 15:2:53;234.863460;0;0;;;;
25.9.2016 15:2:53;234.963827;0;0;;;;
25.9.2016 15:2:53;235.64220;0;0;;;;
25.9.2016 15:2:53;235.164583;0;0;;;;
25.9.2016 15:2:53;235.264950;0;0;;;;
25.9.2016 15:2:53;235.365311;0;0;;;;
25.9.2016 15:2:53;235.465669;0;0;;;;
25.9.2016 15:2:53;235.566021;0;0;;;;
25.9.2016 15:2:53;235.666385;0;0;;;;
25.9.2016 15:2:53;235.766755;0;0;;;;
25.9.2016 15:2:54;235.867127;0;0;;;;
25.9.2016 15:2:54;235.967493;0;0;;;;
25.9.2016 15:2:54;236.67868;0;0;;;;
25.9.2016 15:2:54;236.168230;0;0;;;;
25.9.2016 15:2:54;236.268595;0;0;;;;
25.9.2016 15:2:54;236.368950;0;0;;;;
25.9.2016 15:2:54;236.469311;0;0;;;;
25.9.2016 15:2:54;236.569682;0;0;;;;
25.9.2016 15:2:54;236.670035;0;0;;;;
25.9.2016 15:2:54;236.770413;0;0;;;;
25.9.2016 15:2:55;236.870845;0;0;;;;
25.9.2016 15:2:55;236.971218;0;0;;;;
25.9.2016 15:2:55;237.71596;0;0;;;;
25.9.2016 15:2:55;237.171959;0;0;;;;
25.9.2016 15:2:55;237.272318;0;0;;;;
25.9.2016 15:2:55;237.372677;0;0;;;;
25.9.2016 15:2:55;237.473034;0;0;;;;
25.9.2016 15:2:55;237.573393;0;0;;;;
25.9.2016 15:2:55;237.673756;0;0;;;;
25.9.2016 15:2:55;237.774118;0;0;;;;
25.9.2016 15:2:56;237.874484;0;0;;;;
25.9.2016 15:2:56;237.974845;0;0;;;;
25.9.2016 15:2:56;238.75242;0;0;;;;
25.9.2016 15:2:56;238.175598;0;0;;;;
25.9.2016 15:2:56;238.275963;0;0;;;;
25.9.2016 15:2:56;238.376325;0;0;;;;
25.9.2016 15:2:56;238.476684;0;0;;;;
25.9.2016 15:2:56;238.577045;0;0;;;;
25.9.2016 15:2:56;238.677411;0;0;;;;
25.9.2016 15:2:56;238.777740;0;0;;;;
25.9.2016 15:2:57;238.878066;0;0;;;;
25.9.2016 15:2:57;238.978512;0;0;;;;
25.9.2016 15:2:57;239.78889;0;0;;;;
25.9.2016 15:2:57;239.179253;0;0;;;;
25.9.2016 15:2:57;239.279623;0;0;;;;
25.9.2016 15:2:57;239.379988;0;0;;;;
25.9.2016 15:2:57;239.480346;0;0;;;;
25.9.2016 15:2:57;239.580772;0;0;;;;
25.9.2016 15:2:57;239.681134;0;0;;;;
25.9.2016 15:2:57;239.781507;0;0;;;;
25.9.2016 15:2:58;239.881863;0;0;;;;
25.9.2016 15:2:58;239.982253;0;0;;;;
25.9.2016 15:2:58;240.82637;0;0;;;;
25.9.2016 15:2:58;240.182999;0;0;;;;
25.9.2016 15:2:58;240.283365;0;0;;;;
25.9.2016 15:2:58;240.383718;0;0;;;;
25.9.2016 15:2:58;240.484068;0;0;;;;
25.9.2016 15:2:58;240.584423;0;0;;;;
25.9.2016 15:2:58;240.684781;0;0;;;;
25.9.2016 15:2:58;240.785159;0;0;;;;
25.9.2016 15:2:59;240.885520;0;0;;;;
25.9.2016 15:2:59;240.985882;0;0;;;;
25.9.2016 15:2:59;241.86272;0;0;;;;
25.9.2016 15:2:59;241.186634;0;0;;;;
25.9.2016 15:2:59;241.286991;0;0;;;;
25.9.2016 15:2:59;241.387345;0;0;;;;
25.9.2016 15:2:59;241.487706;0;0;;;;
25.9.2016 15:2:59;241.588062;0;0;;;;
25.9.2016 15:2:59;241.688416;0;0;;;;
25.9.2016 15:2:59;241.788789;0;0;;;;
25.9.2016 15:3:0;241.889154;0;0;;;;
25.9.2016 15:3:0;241.989527;0;0;;;;
25.9.2016 15:3:0;242.89881;0;0;;;;
25.9.2016 15:3:0;242.190234;0;0;;;;
25.9.2016 15:3:0;242.290598;0;0;;;;
25.9.2016 15:3:0;242.391028;0;0;;;;
25.9.2016 15:3:0;242.491389;0;0;;;;
25.9.2016 15:3:0;242.591764;0;0;;;;
25.9.2016 15:3:0;242.692131;0;0;;;;
25.9.2016 15:3:0;242.792511;0;0;;;;
25.9.2016 15:3:1;242.892886;0;0;;;;
25.9.2016 15:3:1;242.993282;0;0;;;;
25.9.2016 15:3:1;243.93665;0;0;;;;
25.9.2016 15:3:1;243.194053;0;0;;;;
25.9.2016 15:3:1;243.294419;0;0;;;;
25.9.2016 15:3:1;243.394763;0;0;;;;
25.9.2016 15:3:1;243.495123;0;0;;;;
25.9.2016 15:3:1;243.595475;0;0;;;;
25.9.2016 15:3:1;243.695834;0;0;;;;
25.9.2016 15:3:1;243.796210;0;0;;;;
25.9.2016 15:3:2;243.896563;0;0;;;;
25.9.2016 15:3:2;243.996922;0;0;;;;
25.9.2016 15:3:2;244.97307;0;0;;;;
25.9.2016 15:3:2;244.197673;0;0;;;;
25.9.2016 15:3:2;244.298032;0;0;;;;
25.9.2016 15:3:2;244.398399;0;0;;;;
25.9.2016 15:3:2;244.498768;0;0;;;;
25.9.2016 15:3:2;244.599092;0;0;;;;
25.9.2016 15:3:2;244.699420;0;0;;;;
25.9.2016 15:3:2;244.799782;0;0;;;;
25.9.2016 15:3:3;244.900151;0;0;;;;
25.9.2016 15:3:3;245.530;0;0;;;;
25.9.2016 15:3:3;245.100964;0;0;;;;
25.9.2016 15:3:3;245.201329;0;0;;;;
25.9.2016 15:3:3;245.301694;0;0;;;;
25.9.2016 15:3:3;245.402047;0;0;;;;
25.9.2016 15:3:3;245.502414;0;0;;;;
25.9.2016 15:3:3;245.602787;0;0;;;;
25.9.2016 15:3:3;245.703158;0;0;;;;
25.9.2016 15:3:3;245.803539;0;0;;;;
25.9.2016 15:3:4;245.903899;0;0;;;;
25.9.2016 15:3:4;246.4274;0;0;;;;
25.9.2016 15:3:4;246.104634;0;0;;;;
25.9.2016 15:3:4;246.205006;0;0;;;;
25.9.2016 15:3:4;246.305369;0;0;;;;
25.9.2016 15:3:4;246.405730;0;0;;;;
25.9.2016 15:3:4;246.506085;0;0;;;;
25.9.2016 15:3:4;246.606449;0;0;;;;
25.9.2016 15:3:4;246.706809;0;0;;;;
25.9.2016 15:3:4;246.807169;0;0;;;;
25.9.2016 15:3:5;246.907528;0;0;;;;
25.9.2016 15:3:5;247.7888;0;0;;;;
25.9.2016 15:3:5;247.108255;0;0;;;;
25.9.2016 15:3:5;247.208625;0;0;;;;
25.9.2016 15:3:5;247.308976;0;0;;;;
25.9.2016 15:3:5;247.409325;0;0;;;;
25.9.2016 15:3:5;247.509671;0;0;;;;
25.9.2016 15:3:5;247.610026;0;0;;;;
25.9.2016 15:3:5;247.710397;0;0;;;;
25.9.2016 15:3:5;247.810846;0;0;;;;
25.9.2016 15:3:6;247.911197;0;0;;;;
25.9.2016 15:3:6;248.11578;0;0;;;;
25.9.2016 15:3:6;248.111931;0;0;;;;
25.9.2016 15:3:6;248.212313;0;0;;;;
25.9.2016 15:3:6;248.312684;0;0;;;;
25.9.2016 15:3:6;248.413042;0;0;;;;
25.9.2016 15:3:6;248.513396;0;0;;;;
25.9.2016 15:3:6;248.613767;0;0;;;;
25.9.2016 15:3:6;248.714144;0;0;;;;
25.9.2016 15:3:6;248.814521;0;0;;;;
25.9.2016 15:3:7;248.914873;0;0;;;;
25.9.2016 15:3:7;249.15246;0;0;;;;
25.9.2016 15:3:7;249.115606;0;0;;;;
25.9.2016 15:3:7;249.215976;0;0;;;;
25.9.2016 15:3:7;249.316340;0;0;;;;
25.9.2016 15:3:7;249.416707;0;0;;;;
25.9.2016 15:3:7;249.517073;0;0;;;;
25.9.2016 15:3:7;249.617435;0;0;;;;
25.9.2016 15:3:7;249.717795;0;0;;;;
25.9.2016 15:3:7;249.818163;0;0;;;;
25.9.2016 15:3:8;249.918527;0;0;;;;
25.9.2016 15:3:8;250.18896;0;0;;;;
25.9.2016 15:3:8;250.119273;0;0;;;;
25.9.2016 15:3:8;250.219651;0;0;;;;
25.9.2016 15:3:8;250.320083;0;0;;;;
25.9.2016 15:3:8;250.420444;0;0;;;;
25.9.2016 15:3:8;250.520815;0;0;;;;
25.9.2016 15:3:8;250.621146;0;0;;;;
25.9.2016 15:3:8;250.721523;0;0;;;;
25.9.2016 15:3:8;250.821900;0;0;;;;
25.9.2016 15:3:9;250.922252;0;0;;;;
25.9.2016 15:3:9;251.22621;0;0;;;;
25.9.2016 15:3:9;251.122985;0;0;;;;
25.9.2016 15:3:9;251.223366;0;0;;;;
25.9.2016 15:3:9;251.323723;0;0;;;;
25.9.2016 15:3:9;251.424086;0;0;;;;
25.9.2016 15:3:9;251.524447;0;0;;;;
25.9.2016 15:3:9;251.624818;0;0;;;;
25.9.2016 15:3:9;251.725195;0;0;;;;
25.9.2016 15:3:9;251.825569;0;0;;;;
25.9.2016 15:3:10;251.925924;0;0;;;;
25.9.2016 15:3:10;252.26287;0;0;;;;
25.9.2016 15:3:10;252.126634;0;0;;;;
25.9.2016 15:3:10;252.226990;0;0;;;;
25.9.2016 15:3:10;252.327327;0;0;;;;
25.9.2016 15:3:10;252.427691;0;0;;;;
25.9.2016 15:3:10;252.528043;0;0;;;;
25.9.2016 15:3:10;252.628401;0;0;;;;
25.9.2016 15:3:10;252.728779;0;0;;;;
25.9.2016 15:3:10;252.829160;0;0;;;;
25.9.2016 15:3:11;252.929524;0;0;;;;
25.9.2016 15:3:11;253.29889;0;0;;;;
25.9.2016 15:3:11;253.130259;0;0;;;;
25.9.2016 15:3:11;253.230715;0;0;;;;
25.9.2016 15:3:11;253.331072;0;0;;;;
25.9.2016 15:3:11;253.431436;0;0;;;;
25.9.2016 15:3:11;253.531800;0;0;;;;
25.9.2016 15:3:11;253.632154;0;0;;;;
25.9.2016 15:3:11;253.732521;0;0;;;;
